12/03/2024, 14:55:18,GPIO 21 state updated to OFF
12/03/2024, 14:55:18,GPIO 20 state updated to OFF
12/03/2024, 14:55:18,GPIO 20 state updated to OFF
12/03/2024, 14:55:41,GPIO 21 state updated to ON
12/03/2024, 14:55:42,GPIO 20 state updated to ON
12/03/2024, 14:55:46,GPIO 21 state updated to OFF
12/03/2024, 14:55:55,GPIO 21 state updated to OFF
12/03/2024, 14:55:55,GPIO 21 state updated to OFF
12/03/2024, 14:55:55,GPIO 20 state updated to OFF
12/03/2024, 14:55:55,GPIO 20 state updated to OFF
12/03/2024, 14:56:09,GPIO 20 state updated to OFF
12/03/2024, 14:56:09,GPIO 20 state updated to OFF
12/03/2024, 14:56:09,GPIO 21 state updated to OFF
12/03/2024, 14:56:09,GPIO 21 state updated to OFF
12/03/2024, 14:56:52,GPIO 21 state updated to ON
12/03/2024, 14:56:54,GPIO 20 state updated to OFF
12/03/2024, 14:56:55,GPIO 20 state updated to ON
12/03/2024, 14:56:57,GPIO 21 state updated to OFF
12/03/2024, 14:56:57,GPIO 21 state updated to OFF
12/03/2024, 14:56:57,GPIO 20 state updated to OFF
12/03/2024, 14:56:57,GPIO 20 state updated to OFF
12/03/2024, 14:57:05,GPIO 21 state updated to ON
12/03/2024, 14:57:06,GPIO 20 state updated to ON
12/03/2024, 14:58:30,GPIO 20 state updated to OFF
12/03/2024, 14:58:30,GPIO 21 state updated to OFF
12/03/2024, 14:58:30,GPIO 21 state updated to OFF
12/03/2024, 14:58:30,GPIO 20 state updated to OFF
12/03/2024, 14:58:47,GPIO 21 state updated to ON
12/03/2024, 14:58:48,GPIO 20 state updated to ON
12/03/2024, 14:58:52,GPIO 21 state updated to OFF
12/03/2024, 14:58:53,GPIO 21 state updated to OFF
12/03/2024, 14:58:53,GPIO 20 state updated to OFF
12/03/2024, 14:58:53,GPIO 20 state updated to OFF
12/03/2024, 14:59:17,GPIO 21 state updated to ON
12/03/2024, 14:59:18,GPIO 20 state updated to ON
12/03/2024, 14:59:20,GPIO 21 state updated to OFF
12/03/2024, 14:59:23,GPIO 20 state updated to OFF
12/03/2024, 14:59:27,GPIO 21 state updated to OFF
12/03/2024, 14:59:27,GPIO 20 state updated to OFF
12/03/2024, 14:59:27,GPIO 20 state updated to OFF
12/03/2024, 14:59:27,GPIO 21 state updated to OFF
12/03/2024, 14:59:36,GPIO 21 state updated to ON
12/03/2024, 14:59:36,GPIO 20 state updated to ON
12/03/2024, 14:59:55,GPIO 21 state updated to OFF
12/03/2024, 14:59:55,GPIO 20 state updated to OFF
12/03/2024, 14:59:55,GPIO 21 state updated to OFF
12/03/2024, 14:59:55,GPIO 20 state updated to OFF
12/03/2024, 15:03:07,GPIO 21 state updated to ON
12/03/2024, 15:03:08,GPIO 20 state updated to ON
12/03/2024, 15:07:18,GPIO 21 state updated to OFF
12/03/2024, 15:07:18,GPIO 21 state updated to OFF
12/03/2024, 15:07:18,GPIO 20 state updated to OFF
12/03/2024, 15:07:18,GPIO 20 state updated to OFF
12/03/2024, 15:07:38,GPIO 21 state updated to ON
12/03/2024, 15:07:39,GPIO 20 state updated to ON
12/03/2024, 15:07:49,GPIO 20 state updated to OFF
12/03/2024, 15:07:49,GPIO 21 state updated to OFF
12/03/2024, 15:07:49,GPIO 21 state updated to OFF
12/03/2024, 15:07:49,GPIO 20 state updated to OFF
12/03/2024, 15:11:43,GPIO 21 state updated to ON
12/03/2024, 15:11:46,GPIO 20 state updated to OFF
12/03/2024, 15:11:56,GPIO 21 state updated to OFF
12/03/2024, 15:11:56,GPIO 21 state updated to OFF
12/03/2024, 15:11:56,GPIO 20 state updated to OFF
12/03/2024, 15:11:56,GPIO 20 state updated to OFF
12/03/2024, 15:15:43,GPIO 21 state updated to ON
12/03/2024, 15:15:44,GPIO 20 state updated to ON
12/03/2024, 15:15:55,GPIO 21 state updated to OFF
12/03/2024, 15:15:55,GPIO 20 state updated to OFF
12/03/2024, 15:15:55,GPIO 21 state updated to OFF
12/03/2024, 15:15:55,GPIO 20 state updated to OFF
12/03/2024, 15:17:13,GPIO 21 state updated to ON
12/03/2024, 15:17:13,GPIO 20 state updated to ON
12/03/2024, 15:23:38,GPIO 20 state updated to ON
12/03/2024, 15:23:38,GPIO 21 state updated to ON
12/03/2024, 15:23:46,GPIO 21 state updated to OFF
12/03/2024, 15:23:46,GPIO 20 state updated to OFF
12/03/2024, 15:23:51,GPIO 20 state updated to ON
12/03/2024, 15:23:51,GPIO 21 state updated to ON
12/03/2024, 15:24:02,GPIO 21 state updated to ON
12/03/2024, 15:24:02,GPIO 20 state updated to ON
12/03/2024, 15:24:10,GPIO 21 state updated to ON
12/03/2024, 15:24:10,GPIO 20 state updated to ON
12/03/2024, 15:24:15,GPIO 21 state updated to ON
12/03/2024, 15:24:15,GPIO 20 state updated to ON
12/03/2024, 15:24:17,GPIO 20 state updated to ON
12/03/2024, 15:24:17,GPIO 21 state updated to ON
12/03/2024, 15:24:41,GPIO 20 state updated to OFF
12/03/2024, 15:24:41,GPIO 21 state updated to OFF
12/03/2024, 15:24:53,GPIO 20 state updated to OFF
12/03/2024, 15:24:53,GPIO 21 state updated to OFF
12/03/2024, 15:25:03,GPIO 21 state updated to ON
12/03/2024, 15:25:03,GPIO 20 state updated to ON
12/03/2024, 15:25:09,GPIO 20 state updated to OFF
12/03/2024, 15:25:09,GPIO 21 state updated to OFF
12/03/2024, 15:27:21,GPIO 20 state updated to OFF
12/03/2024, 15:27:21,GPIO 21 state updated to OFF
12/03/2024, 15:27:29,GPIO 21 state updated to ON
12/03/2024, 15:27:29,GPIO 20 state updated to ON
12/03/2024, 15:27:32,GPIO 20 state updated to OFF
12/03/2024, 15:27:32,GPIO 21 state updated to OFF
12/03/2024, 15:27:44,GPIO 21 state updated to ON
12/03/2024, 15:27:44,GPIO 20 state updated to ON
12/03/2024, 15:27:49,GPIO 20 state updated to OFF
12/03/2024, 15:27:49,GPIO 21 state updated to OFF
12/03/2024, 15:28:27,GPIO 21 state updated to ON
12/03/2024, 15:28:27,GPIO 20 state updated to ON
12/03/2024, 15:28:32,GPIO 20 state updated to OFF
12/03/2024, 15:28:32,GPIO 21 state updated to OFF
12/03/2024, 15:28:41,GPIO 21 state updated to ON
12/03/2024, 15:28:41,GPIO 20 state updated to ON
12/03/2024, 15:32:01,GPIO 21 state updated to OFF
12/03/2024, 15:32:01,GPIO 20 state updated to OFF
12/03/2024, 15:32:11,GPIO 21 state updated to ON
12/03/2024, 15:32:11,GPIO 20 state updated to ON
12/03/2024, 15:34:46,GPIO 20 state updated to OFF
12/03/2024, 15:34:46,GPIO 21 state updated to OFF
12/03/2024, 15:34:49,GPIO 21 state updated to ON
12/03/2024, 15:35:08,GPIO 20 state updated to ON
12/03/2024, 15:51:38,GPIO 21 state updated to OFF
12/03/2024, 15:51:38,GPIO 20 state updated to OFF
12/03/2024, 15:51:48,GPIO 21 state updated to ON
12/03/2024, 15:51:49,GPIO 20 state updated to ON
12/03/2024, 15:53:28,GPIO 21 state updated to OFF
12/03/2024, 15:53:42,GPIO 20 state updated to OFF
12/03/2024, 15:53:54,GPIO 21 state updated to ON
12/03/2024, 15:53:54,GPIO 20 state updated to ON
12/03/2024, 15:54:02,GPIO 21 state updated to OFF
12/03/2024, 15:54:02,GPIO 20 state updated to OFF
12/03/2024, 15:54:21,GPIO 21 state updated to ON
12/03/2024, 15:54:22,GPIO 20 state updated to ON
12/03/2024, 15:54:41,GPIO 21 state updated to OFF
12/03/2024, 15:54:45,GPIO 20 state updated to OFF
12/03/2024, 15:54:50,GPIO 21 state updated to ON
12/03/2024, 15:54:50,GPIO 20 state updated to ON
12/03/2024, 15:54:55,GPIO 21 state updated to OFF
12/03/2024, 15:55:02,GPIO 20 state updated to OFF
12/03/2024, 15:55:12,GPIO 21 state updated to ON
12/03/2024, 15:55:13,GPIO 20 state updated to ON
12/03/2024, 15:55:17,GPIO 20 state updated to OFF
12/03/2024, 15:55:17,GPIO 21 state updated to OFF
